link Location Recorder Datum Jaar L00 L0 L1 L2 M1 M2 AM AV Totaal Totaal_Larven.All Totaal_Larven.CPUE Totaal_Juvenielen Totaal_Adulten
13373-2012-06-27 13373 NA 2012-06-27T00:00:00Z 2012 NA NA NA 1 NA NA NA NA 1 1 1 0 0
13358-2012-06-28 13358 NA 2012-06-28T00:00:00Z 2012 NA 84 72 44 NA NA 2 NA 202 200 200 0 2
13359-2012-06-28 13359 NA 2012-06-28T00:00:00Z 2012 31 245 19 5 NA NA NA 1 301 300 269 0 1
13360-2012-06-28 13360 NA 2012-06-28T00:00:00Z 2012 NA NA NA NA NA NA NA 1 1 0 0 0 1
13357-2012-06-28 13357 NA 2012-06-28T00:00:00Z 2012 NA NA NA NA 1 NA NA 1 2 0 0 1 1
13356-2012-06-28 13356 NA 2012-06-28T00:00:00Z 2012 NA NA NA NA NA NA 3 1 4 0 0 0 4
13362-2012-06-28 13362 NA 2012-06-28T00:00:00Z 2012 NA 8 17 11 NA NA 3 2 41 36 36 0 5
13355-2012-06-28 13355 NA 2012-06-28T00:00:00Z 2012 NA 1 6 4 NA NA NA NA 11 11 11 0 0
13354-2012-06-28 13354 NA 2012-06-28T00:00:00Z 2012 NA NA NA 3 NA NA 2 1 6 3 3 0 3
13373-2012-06-29 13373 NA 2012-06-29T00:00:00Z 2012 NA NA 1 1 NA NA NA NA 2 2 2 0 0
13361-2012-06-29 13361 NA 2012-06-29T00:00:00Z 2012 NA NA 3 13 NA 1 2 1 20 16 16 1 3
13362-2012-06-29 13362 NA 2012-06-29T00:00:00Z 2012 NA 12 31 19 NA NA 1 NA 63 62 62 0 1
13355-2012-06-29 13355 NA 2012-06-29T00:00:00Z 2012 NA NA 6 4 NA NA NA 1 11 10 10 0 1
13354-2012-06-29 13354 NA 2012-06-29T00:00:00Z 2012 NA NA NA NA NA NA 3 1 4 0 0 0 4
13358-2012-07-03 13358 NA 2012-07-03T00:00:00Z 2012 NA 398 57 95 NA NA NA 3 553 550 550 0 3
13359-2012-07-03 13359 NA 2012-07-03T00:00:00Z 2012 NA 62 4 9 NA NA NA NA 75 75 75 0 0
13357-2012-07-03 13357 NA 2012-07-03T00:00:00Z 2012 NA NA NA NA NA NA NA 1 1 0 0 0 1
13361-2012-07-03 13361 NA 2012-07-03T00:00:00Z 2012 14 NA 6 15 NA NA NA NA 35 35 21 0 0
13356-2012-07-03 13356 NA 2012-07-03T00:00:00Z 2012 NA NA NA NA NA NA 1 NA 1 0 0 0 1
13355-2012-07-03 13355 NA 2012-07-03T00:00:00Z 2012 NA NA 30 34 1 NA 1 NA 66 64 64 1 1
13354-2012-07-03 13354 NA 2012-07-03T00:00:00Z 2012 NA 1 1 4 NA NA 1 1 8 6 6 0 2
13353-2012-07-03 13353 NA 2012-07-03T00:00:00Z 2012 NA NA NA NA NA NA 7 4 11 0 0 0 11
13362-2012-07-03 13362 NA 2012-07-03T00:00:00Z 2012 NA 16 94 16 NA NA 1 NA 127 126 126 0 1
13362-2012-07-04 13362 NA 2012-07-04T00:00:00Z 2012 NA 74 115 56 1 NA 2 2 250 245 245 1 4
13359-2012-07-04 13359 NA 2012-07-04T00:00:00Z 2012 NA NA NA NA NA NA NA 1 1 0 0 0 1
13357-2012-07-04 13357 NA 2012-07-04T00:00:00Z 2012 NA NA 1 NA NA NA 1 1 3 1 1 0 2
13361-2012-07-04 13361 NA 2012-07-04T00:00:00Z 2012 NA NA 3 4 NA NA NA 2 9 7 7 0 2
13356-2012-07-04 13356 NA 2012-07-04T00:00:00Z 2012 NA NA NA NA NA NA 1 NA 1 0 0 0 1
13355-2012-07-04 13355 NA 2012-07-04T00:00:00Z 2012 NA NA 9 8 NA NA NA 1 18 17 17 0 1
13354-2012-07-04 13354 NA 2012-07-04T00:00:00Z 2012 NA NA NA NA NA NA 2 NA 2 0 0 0 2
13353-2012-07-04 13353 NA 2012-07-04T00:00:00Z 2012 NA NA NA NA NA NA 3 1 4 0 0 0 4
13358-2012-07-05 13358 NA 2012-07-05T00:00:00Z 2012 NA 151 59 33 7 1 1 NA 252 243 243 8 1
13359-2012-07-05 13359 NA 2012-07-05T00:00:00Z 2012 NA 21 8 3 NA NA NA NA 32 32 32 0 0
13360-2012-07-05 13360 NA 2012-07-05T00:00:00Z 2012 NA NA NA NA NA NA NA 1 1 0 0 0 1
13361-2012-07-05 13361 NA 2012-07-05T00:00:00Z 2012 NA 10 NA 14 NA 1 NA 1 26 24 24 1 1
13356-2012-07-05 13356 NA 2012-07-05T00:00:00Z 2012 NA NA NA NA NA NA NA 1 1 0 0 0 1
13354-2012-07-05 13354 NA 2012-07-05T00:00:00Z 2012 NA NA NA NA NA NA 1 1 2 0 0 0 2
13353-2012-07-05 13353 NA 2012-07-05T00:00:00Z 2012 5 NA NA NA NA NA 1 1 7 5 0 0 2
13362-2012-07-05 13362 NA 2012-07-05T00:00:00Z 2012 NA 20 86 20 NA 1 NA NA 127 126 126 1 0
13362-2012-07-06 13362 NA 2012-07-06T00:00:00Z 2012 NA NA 27 13 NA NA NA 1 41 40 40 0 1
13356-2012-07-06 13356 NA 2012-07-06T00:00:00Z 2012 NA NA NA NA NA NA NA 1 1 0 0 0 1
13355-2012-07-06 13355 NA 2012-07-06T00:00:00Z 2012 NA NA 2 2 1 NA 2 NA 7 4 4 1 2
13354-2012-07-06 13354 NA 2012-07-06T00:00:00Z 2012 NA NA NA NA NA NA 3 1 4 0 0 0 4
13358-2012-07-10 13358 NA 2012-07-10T00:00:00Z 2012 NA 114 93 83 10 NA 1 NA 301 290 290 10 1
13359-2012-07-10 13359 NA 2012-07-10T00:00:00Z 2012 NA 261 13 26 NA NA NA 1 301 300 300 0 1
13357-2012-07-10 13357 NA 2012-07-10T00:00:00Z 2012 NA NA NA NA NA 2 NA 1 3 0 0 2 1
13361-2012-07-10 13361 NA 2012-07-10T00:00:00Z 2012 29 NA NA 4 1 NA NA 3 37 33 4 1 3
13362-2012-07-10 13362 NA 2012-07-10T00:00:00Z 2012 1 NA 10 9 NA NA 1 NA 21 20 19 0 1
13355-2012-07-10 13355 NA 2012-07-10T00:00:00Z 2012 NA NA 13 62 NA NA 1 NA 76 75 75 0 1
13354-2012-07-10 13354 NA 2012-07-10T00:00:00Z 2012 NA NA NA NA NA NA 2 NA 2 0 0 0 2
13358-2012-07-11 13358 NA 2012-07-11T00:00:00Z 2012 NA 10 15 10 1 NA 1 NA 37 35 35 1 1
13359-2012-07-11 13359 NA 2012-07-11T00:00:00Z 2012 NA 228 36 24 12 NA NA NA 300 288 288 12 0
13360-2012-07-11 13360 NA 2012-07-11T00:00:00Z 2012 NA NA NA NA NA NA 1 NA 1 0 0 0 1
13361-2012-07-11 13361 NA 2012-07-11T00:00:00Z 2012 200 NA NA 1 NA NA 1 1 203 201 1 0 2
13362-2012-07-11 13362 NA 2012-07-11T00:00:00Z 2012 1 1 2 2 NA NA NA NA 6 6 5 0 0
13355-2012-07-11 13355 NA 2012-07-11T00:00:00Z 2012 NA NA 10 20 1 NA 2 1 34 30 30 1 3
13354-2012-07-11 13354 NA 2012-07-11T00:00:00Z 2012 NA NA NA NA NA NA NA NA 0 0 0 0 0
13353-2012-07-11 13353 NA 2012-07-11T00:00:00Z 2012 5 NA NA NA NA NA NA NA 5 5 0 0 0
13358-2012-07-12 13358 NA 2012-07-12T00:00:00Z 2012 NA 7 22 19 2 NA NA 1 51 48 48 2 1
13359-2012-07-12 13359 NA 2012-07-12T00:00:00Z 2012 36 161 31 13 5 1 NA NA 247 241 205 6 0
13357-2012-07-12 13357 NA 2012-07-12T00:00:00Z 2012 NA NA 1 NA NA 2 NA NA 3 1 1 2 0
13356-2012-07-12 13356 NA 2012-07-12T00:00:00Z 2012 1 NA NA NA NA NA NA NA 1 1 0 0 0
13361-2012-07-12 13361 NA 2012-07-12T00:00:00Z 2012 300 NA NA 4 NA NA NA NA 304 304 4 0 0
13362-2012-07-12 13362 NA 2012-07-12T00:00:00Z 2012 NA NA 4 3 NA NA NA NA 7 7 7 0 0
13355-2012-07-12 13355 NA 2012-07-12T00:00:00Z 2012 NA NA NA 12 NA NA NA NA 12 12 12 0 0
13354-2012-07-12 13354 NA 2012-07-12T00:00:00Z 2012 NA NA NA NA NA NA NA NA 0 0 0 0 0
13353-2012-07-12 13353 NA 2012-07-12T00:00:00Z 2012 9 NA NA NA NA NA NA NA 9 9 0 0 0
13361-2012-07-13 13361 NA 2012-07-13T00:00:00Z 2012 1000 NA NA 2 NA NA 1 NA 1003 1002 2 0 1
13362-2012-07-13 13362 NA 2012-07-13T00:00:00Z 2012 NA NA 5 2 1 NA NA NA 8 7 7 1 0
13355-2012-07-13 13355 NA 2012-07-13T00:00:00Z 2012 NA NA NA 4 1 NA NA NA 5 4 4 1 0
13354-2012-07-13 13354 NA 2012-07-13T00:00:00Z 2012 NA NA NA NA NA NA 2 NA 2 0 0 0 2
13353-2012-07-13 13353 NA 2012-07-13T00:00:00Z 2012 8 NA NA NA NA 1 NA NA 9 8 0 1 0
"De Mosten - Het Fort-2012-05-17" "De Mosten - Het Fort" NA 2012-05-17T00:00:00Z 2012 NA 5 NA 1 NA NA NA NA 6 6 6 0 0
Driehoek-2012-07-19 Driehoek NA 2012-07-19T00:00:00Z 2012 NA NA NA 2 NA NA 2 4 8 2 2 0 6
Driehoek-2012-07-20 Driehoek NA 2012-07-20T00:00:00Z 2012 NA NA NA NA NA NA 4 4 8 0 0 0 8
13353-2012-07-25 13353 NA 2012-07-25T00:00:00Z 2012 NA NA NA NA NA NA 2 1 3 0 0 0 3
13354-2012-07-25 13354 NA 2012-07-25T00:00:00Z 2012 NA NA NA NA NA NA 1 1 2 0 0 0 2
"De Mosten - Het Fort-2012-08-09" "De Mosten - Het Fort" NA 2012-08-09T00:00:00Z 2012 16 NA 4 8 NA NA 2 NA 30 28 12 0 2
"De Mosten - Het Fort-2012-08-10" "De Mosten - Het Fort" NA 2012-08-10T00:00:00Z 2012 45 NA 3 11 NA NA 3 1 63 59 14 0 4
Bospoel-2012-06-05 Bospoel NA 2012-06-05T00:00:00Z 2012 NA NA 1 1 NA NA NA NA 2 2 2 0 0
Driehoek-2012-06-05 Driehoek NA 2012-06-05T00:00:00Z 2012 NA NA 1 NA NA NA NA 1 2 1 1 0 1
Bospoel-2012-06-06 Bospoel NA 2012-06-06T00:00:00Z 2012 NA 1 1 4 NA NA NA NA 6 6 6 0 0
Driehoek-2012-06-06 Driehoek NA 2012-06-06T00:00:00Z 2012 NA NA NA NA NA NA 3 1 4 0 0 0 4
Bospoel-2012-06-07 Bospoel NA 2012-06-07T00:00:00Z 2012 NA NA 2 NA NA NA NA NA 2 2 2 0 0
Driehoek-2012-06-07 Driehoek NA 2012-06-07T00:00:00Z 2012 NA NA 2 NA NA NA 1 1 4 2 2 0 2
Bospoel-2012-06-08 Bospoel NA 2012-06-08T00:00:00Z 2012 NA NA 5 2 NA NA 1 NA 8 7 7 0 1
Driehoek-2012-06-08 Driehoek NA 2012-06-08T00:00:00Z 2012 NA NA NA NA NA NA 1 3 4 0 0 0 4
"De Mosten - Het Fort-2012-06-12" "De Mosten - Het Fort" NA 2012-06-12T00:00:00Z 2012 NA 43 66 1 NA NA 3 NA 113 110 110 0 3
"De Mosten - Het Fort-2012-06-13" "De Mosten - Het Fort" NA 2012-06-13T00:00:00Z 2012 NA 73 20 3 NA NA 1 1 98 96 96 0 2
"De Mosten - Het Fort-2012-06-14" "De Mosten - Het Fort" NA 2012-06-14T00:00:00Z 2012 NA 28 18 1 NA NA 1 NA 48 47 47 0 1
"Arendonk 2-2012-06-29" "Arendonk 2" Natuurwerk 2012-06-29T00:00:00Z 2012 NA 85 3 NA NA NA NA NA 88 88 88 0 0
"Arendonk 2-2012-06-28" "Arendonk 2" Natuurwerk 2012-06-28T00:00:00Z 2012 NA 128 NA 8 NA NA 1 NA 137 136 136 0 1
"Arendonk 2-2012-06-27" "Arendonk 2" Natuurwerk 2012-06-27T00:00:00Z 2012 NA 192 5 1 NA NA NA NA 198 198 198 0 0
"Arendonk 2-2012-06-26" "Arendonk 2" Natuurwerk 2012-06-26T00:00:00Z 2012 NA 469 NA 28 NA NA 1 NA 498 497 497 0 1
"Arendonk 2-2012-06-22" "Arendonk 2" Natuurwerk 2012-06-22T00:00:00Z 2012 NA 76 6 NA NA NA NA NA 82 82 82 0 0
"Arendonk 2-2012-06-21" "Arendonk 2" Natuurwerk 2012-06-21T00:00:00Z 2012 NA 170 6 5 NA NA NA NA 181 181 181 0 0
"Arendonk 2-2012-06-20" "Arendonk 2" Natuurwerk 2012-06-20T00:00:00Z 2012 NA 175 11 5 NA NA NA NA 191 191 191 0 0
"Arendonk 2-2012-06-19" "Arendonk 2" Natuurwerk 2012-06-19T00:00:00Z 2012 NA 203 11 NA NA NA NA NA 214 214 214 0 0
"Arendonk 2-2012-05-24" "Arendonk 2" Natuurwerk 2012-05-24T00:00:00Z 2012 NA NA NA NA NA NA NA 2 2 0 0 0 2
"Arendonk 4-2012-07-13" "Arendonk 4" Natuurwerk 2012-07-13T00:00:00Z 2012 NA 61 4 2 NA NA NA NA 67 67 67 0 0
"Arendonk 4-2012-07-12" "Arendonk 4" Natuurwerk 2012-07-12T00:00:00Z 2012 NA 75 13 4 NA NA NA NA 92 92 92 0 0
"Arendonk 4-2012-07-11" "Arendonk 4" Natuurwerk 2012-07-11T00:00:00Z 2012 NA 69 6 6 NA NA NA NA 81 81 81 0 0
"Arendonk 4-2012-07-10" "Arendonk 4" Natuurwerk 2012-07-10T00:00:00Z 2012 NA 92 11 NA NA NA NA NA 103 103 103 0 0
"Arendonk 3-2012-07-06" "Arendonk 3" Natuurwerk 2012-07-06T00:00:00Z 2012 NA 58 NA 2 NA NA NA NA 60 60 60 0 0
"Arendonk 3-2012-07-05" "Arendonk 3" Natuurwerk 2012-07-05T00:00:00Z 2012 NA 79 NA 3 NA NA NA 1 83 82 82 0 1
"Arendonk 3-2012-07-04" "Arendonk 3" Natuurwerk 2012-07-04T00:00:00Z 2012 NA 112 NA 1 NA NA 1 NA 114 113 113 0 1
"Arendonk 3-2012-07-03" "Arendonk 3" Natuurwerk 2012-07-03T00:00:00Z 2012 NA 91 6 NA NA NA NA NA 97 97 97 0 0
"Arendonk 2-2012-07-20" "Arendonk 2" Natuurwerk 2012-07-20T00:00:00Z 2012 NA 47 NA 6 NA NA NA NA 53 53 53 0 0
"Arendonk 2-2012-07-19" "Arendonk 2" Natuurwerk 2012-07-19T00:00:00Z 2012 NA 45 1 2 NA NA NA NA 48 48 48 0 0
"Arendonk 2-2012-07-18" "Arendonk 2" Natuurwerk 2012-07-18T00:00:00Z 2012 NA 36 8 NA NA NA NA NA 44 44 44 0 0
"Arendonk 2-2012-07-17" "Arendonk 2" Natuurwerk 2012-07-17T00:00:00Z 2012 NA 14 5 NA NA NA NA NA 19 19 19 0 0
"Arendonk 2-2012-06-15" "Arendonk 2" Natuurwerk 2012-06-15T00:00:00Z 2012 NA 245 12 9 NA NA NA NA 266 266 266 0 0
"Arendonk 2-2012-06-14" "Arendonk 2" Natuurwerk 2012-06-14T00:00:00Z 2012 NA 293 21 NA NA NA 1 NA 315 314 314 0 1
"Arendonk 2-2012-06-13" "Arendonk 2" Natuurwerk 2012-06-13T00:00:00Z 2012 NA 367 18 NA NA NA NA NA 385 385 385 0 0
"Arendonk 2-2012-06-12" "Arendonk 2" Natuurwerk 2012-06-12T00:00:00Z 2012 NA 1207 63 NA NA NA NA NA 1270 1270 1270 0 0
"Arendonk 1-2012-09-26" "Arendonk 1" Natuurwerk 2012-09-26T00:00:00Z 2012 NA NA NA NA NA NA 1 1 2 0 0 0 2
"Arendonk 1-2012-09-28" "Arendonk 1" Natuurwerk 2012-09-28T00:00:00Z 2012 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Arendonk 1-2012-05-22" "Arendonk 1" Natuurwerk 2012-05-22T00:00:00Z 2012 NA NA NA 2 1 NA NA 2 5 2 2 1 2
"Arendonk 1-2012-05-23" "Arendonk 1" Natuurwerk 2012-05-23T00:00:00Z 2012 NA NA 1 NA NA NA NA 2 3 1 1 0 2
"Arendonk 1-2012-05-24" "Arendonk 1" Natuurwerk 2012-05-24T00:00:00Z 2012 NA NA 2 NA NA NA 2 NA 4 2 2 0 2
"Arendonk 1-2012-05-25" "Arendonk 1" Natuurwerk 2012-05-25T00:00:00Z 2012 NA NA 2 NA NA NA NA NA 2 2 2 0 0
"Arendonk 1-2012-08-02" "Arendonk 1" Natuurwerk 2012-08-02T00:00:00Z 2012 NA 1 NA NA NA NA 2 1 4 1 1 0 3
"Arendonk 1-2012-08-03" "Arendonk 1" Natuurwerk 2012-08-03T00:00:00Z 2012 NA NA NA NA NA NA 1 1 2 0 0 0 2
"Arendonk 1-2012-07-03" "Arendonk 1" Natuurwerk 2012-07-03T00:00:00Z 2012 NA 2 NA NA NA NA NA NA 2 2 2 0 0
"Arendonk 3-2012-09-18" "Arendonk 3" Natuurwerk 2012-09-18T00:00:00Z 2012 28 14 NA NA 2 NA NA NA 44 42 14 2 0
"Arendonk 3-2012-09-19" "Arendonk 3" Natuurwerk 2012-09-19T00:00:00Z 2012 NA 2 36 4 NA NA NA 2 44 42 42 0 2
"Arendonk 3-2012-09-20" "Arendonk 3" Natuurwerk 2012-09-20T00:00:00Z 2012 NA 31 6 1 NA NA NA 1 39 38 38 0 1
"Arendonk 3-2012-09-21" "Arendonk 3" Natuurwerk 2012-09-21T00:00:00Z 2012 NA 13 NA 3 1 NA NA NA 17 16 16 1 0
"Arendonk 2-2012-08-21" "Arendonk 2" Natuurwerk 2012-08-21T00:00:00Z 2012 NA 45 53 NA NA NA NA NA 98 98 98 0 0
"Arendonk 2-2012-08-22" "Arendonk 2" Natuurwerk 2012-08-22T00:00:00Z 2012 NA 49 56 NA NA NA NA NA 105 105 105 0 0
"Arendonk 2-2012-08-23" "Arendonk 2" Natuurwerk 2012-08-23T00:00:00Z 2012 NA 63 32 NA NA NA NA NA 95 95 95 0 0
"Arendonk 2-2012-08-31" "Arendonk 2" Natuurwerk 2012-08-31T00:00:00Z 2012 NA 248 2 NA NA NA 1 NA 251 250 250 0 1
"Arendonk 2-2012-08-29" "Arendonk 2" Natuurwerk 2012-08-29T00:00:00Z 2012 NA 320 9 NA NA NA NA NA 329 329 329 0 0
"Arendonk 2-2012-08-28" "Arendonk 2" Natuurwerk 2012-08-28T00:00:00Z 2012 NA 249 5 5 NA NA NA NA 259 259 259 0 0
"Arendonk 2-2012-08-24" "Arendonk 2" Natuurwerk 2012-08-24T00:00:00Z 2012 NA 118 11 2 NA NA NA NA 131 131 131 0 0
"Arendonk 2-2012-08-30" "Arendonk 2" Natuurwerk 2012-08-30T00:00:00Z 2012 NA 340 11 NA NA NA NA NA 351 351 351 0 0
13372-2013-04-23 13372 NA 2013-04-23T00:00:00Z 2013 NA 13 128 121 NA NA NA NA 262 262 262 0 0
13362-2013-04-23 13362 NA 2013-04-23T00:00:00Z 2013 2 NA 4 3 NA NA NA NA 9 9 7 0 0
"Arendonk 2-2013-04-24" "Arendonk 2" Natuurwerk 2013-04-24T00:00:00Z 2013 493 NA 2 NA NA NA NA NA 495 495 2 0 0
"Arendonk 4-2013-04-25" "Arendonk 4" Natuurwerk 2013-04-25T00:00:00Z 2013 NA NA NA NA NA NA NA 4 4 0 0 0 4
13353-2013-04-24 13353 NA 2013-04-24T00:00:00Z 2013 NA NA 7 33 NA NA 1 NA 41 40 40 0 1
13354-2013-04-24 13354 NA 2013-04-24T00:00:00Z 2013 4 1 NA NA NA NA NA NA 5 5 1 0 0
13361-2013-04-24 13361 NA 2013-04-24T00:00:00Z 2013 1 7 6 3 NA NA NA NA 17 17 16 0 0
13356-2013-04-25 13356 NA 2013-04-25T00:00:00Z 2013 1 8 5 NA NA NA NA NA 14 14 13 0 0
13360-2013-04-25 13360 NA 2013-04-25T00:00:00Z 2013 27 1 1 NA NA NA NA NA 29 29 2 0 0
13358-2013-04-26 13358 NA 2013-04-26T00:00:00Z 2013 133 32 38 10 NA NA NA NA 213 213 80 0 0
13357-2013-04-26 13357 NA 2013-04-26T00:00:00Z 2013 1 NA NA NA NA NA NA NA 1 1 0 0 0
13359-2013-04-26 13359 NA 2013-04-26T00:00:00Z 2013 6 69 10 NA NA NA NA NA 85 85 79 0 0
"Arendonk 2-2013-06-14" "Arendonk 2" Natuurwerk 2013-06-14T00:00:00Z 2013 NA 227 NA NA NA NA 1 NA 228 227 227 0 1
"Arendonk 2-2013-06-13" "Arendonk 2" Natuurwerk 2013-06-13T00:00:00Z 2013 NA 715 NA NA NA NA 2 1 718 715 715 0 3
"Arendonk 2-2013-06-12" "Arendonk 2" Natuurwerk 2013-06-12T00:00:00Z 2013 NA 654 NA NA NA NA NA NA 654 654 654 0 0
"Arendonk 2-2013-06-11" "Arendonk 2" Natuurwerk 2013-06-11T00:00:00Z 2013 NA 678 NA NA NA NA NA NA 678 678 678 0 0
"Arendonk 2-2013-05-07" "Arendonk 2" Natuurwerk 2013-05-07T00:00:00Z 2013 NA 1121 NA NA NA NA NA NA 1121 1121 1121 0 0
"Arendonk 2-2013-05-08" "Arendonk 2" Natuurwerk 2013-05-08T00:00:00Z 2013 NA 1074 NA NA NA NA NA NA 1074 1074 1074 0 0
"Arendonk 2-2013-05-14" "Arendonk 2" Natuurwerk 2013-05-14T00:00:00Z 2013 NA 1257 NA NA NA NA NA NA 1257 1257 1257 0 0
"Arendonk 2-2013-05-16" "Arendonk 2" Natuurwerk 2013-05-16T00:00:00Z 2013 NA 1758 NA NA NA NA NA NA 1758 1758 1758 0 0
"Arendonk 2-2013-05-22" "Arendonk 2" Natuurwerk 2013-05-22T00:00:00Z 2013 NA 989 NA NA NA NA NA NA 989 989 989 0 0
"Arendonk 2-2013-05-23" "Arendonk 2" Natuurwerk 2013-05-23T00:00:00Z 2013 NA 592 NA NA NA NA NA NA 592 592 592 0 0
"Arendonk 2-2013-05-24" "Arendonk 2" Natuurwerk 2013-05-24T00:00:00Z 2013 NA 800 NA NA NA NA NA NA 800 800 800 0 0
"Arendonk 2-2013-05-15" "Arendonk 2" Natuurwerk 2013-05-15T00:00:00Z 2013 1485 NA NA NA NA NA NA NA 1485 1485 0 0 0
Driehoek-2013-05-23 Driehoek NA 2013-05-23T00:00:00Z 2013 15 1 NA NA NA NA NA NA 16 16 1 0 0
Driehoek-2013-05-22 Driehoek NA 2013-05-22T00:00:00Z 2013 23 2 NA NA NA NA NA NA 25 25 2 0 0
Driehoek-2013-06-04 Driehoek NA 2013-06-04T00:00:00Z 2013 13 2 NA NA NA NA NA NA 15 15 2 0 0
Driehoek-2013-06-05 Driehoek NA 2013-06-05T00:00:00Z 2013 19 1 NA NA NA NA NA NA 20 20 1 0 0
Driehoek-2013-05-24 Driehoek NA 2013-05-24T00:00:00Z 2013 10 2 NA NA NA NA 1 NA 13 12 2 0 1
13353-2013-07-17 13353 NA 2013-07-17T00:00:00Z 2013 NA NA NA NA NA NA 2 1 3 0 0 0 3
13360-2013-07-17 13360 NA 2013-07-17T00:00:00Z 2013 2 15 15 23 NA NA NA NA 55 55 53 0 0
13355-2013-07-17 13355 NA 2013-07-17T00:00:00Z 2013 NA NA NA NA NA 1 NA NA 1 0 0 1 0
13358-2013-07-17 13358 NA 2013-07-17T00:00:00Z 2013 NA NA 10 11 NA NA NA NA 21 21 21 0 0
13357-2013-07-17 13357 NA 2013-07-17T00:00:00Z 2013 NA NA NA NA NA NA 1 1 2 0 0 0 2
13353-2013-07-09 13353 NA 2013-07-09T00:00:00Z 2013 NA NA NA NA NA NA 5 NA 5 0 0 0 5
13358-2013-07-09 13358 NA 2013-07-09T00:00:00Z 2013 NA NA 43 20 NA NA NA NA 63 63 63 0 0
13357-2013-07-09 13357 NA 2013-07-09T00:00:00Z 2013 NA NA NA NA NA NA NA 1 1 0 0 0 1
13360-2013-07-09 13360 NA 2013-07-09T00:00:00Z 2013 6 55 110 98 NA NA NA NA 269 269 263 0 0
"Arendonk 2-2013-06-18" "Arendonk 2" Natuurwerk 2013-06-18T00:00:00Z 2013 NA 252 NA NA NA NA NA 1 253 252 252 0 1
"Arendonk 2-2013-06-19" "Arendonk 2" Natuurwerk 2013-06-19T00:00:00Z 2013 NA 515 NA NA NA NA NA NA 515 515 515 0 0
"Arendonk 2-2013-06-20" "Arendonk 2" Natuurwerk 2013-06-20T00:00:00Z 2013 NA 363 NA NA NA NA 2 NA 365 363 363 0 2
"Arendonk 4-2013-06-26" "Arendonk 4" Natuurwerk 2013-06-26T00:00:00Z 2013 NA NA NA NA NA NA 1 1 2 0 0 0 2
"Arendonk 4-2013-06-25" "Arendonk 4" Natuurwerk 2013-06-25T00:00:00Z 2013 NA 1 NA NA NA NA 5 2 8 1 1 0 7
"Arendonk 2-2013-06-21" "Arendonk 2" Natuurwerk 2013-06-21T00:00:00Z 2013 NA 299 115 NA NA NA 2 1 417 414 414 0 3
"Arendonk 1-2013-07-02" "Arendonk 1" Natuurwerk 2013-07-02T00:00:00Z 2013 NA NA NA NA NA NA NA 1 1 0 0 0 1
"Arendonk 1-2013-07-03" "Arendonk 1" Natuurwerk 2013-07-03T00:00:00Z 2013 NA 2 NA NA NA NA NA NA 2 2 2 0 0
"Arendonk 2-2013-07-16" "Arendonk 2" Natuurwerk 2013-07-16T00:00:00Z 2013 NA 491 NA NA NA NA 2 NA 493 491 491 0 2
"Arendonk 2-2013-07-17" "Arendonk 2" Natuurwerk 2013-07-17T00:00:00Z 2013 NA 387 NA NA NA NA 1 NA 388 387 387 0 1
"Arendonk 2-2013-07-18" "Arendonk 2" Natuurwerk 2013-07-18T00:00:00Z 2013 NA 85 60 NA NA NA NA NA 145 145 145 0 0
"Arendonk 2-2013-07-19" "Arendonk 2" Natuurwerk 2013-07-19T00:00:00Z 2013 NA 38 49 16 NA NA NA NA 103 103 103 0 0
"Arendonk 2-2013-07-23" "Arendonk 2" Natuurwerk 2013-07-23T00:00:00Z 2013 NA 91 98 NA NA NA NA NA 189 189 189 0 0
"Arendonk 2-2013-07-24" "Arendonk 2" Natuurwerk 2013-07-24T00:00:00Z 2013 NA 161 NA NA NA NA NA NA 161 161 161 0 0
"Arendonk 2-2013-07-25" "Arendonk 2" Natuurwerk 2013-07-25T00:00:00Z 2013 NA 85 3 1 NA NA NA NA 89 89 89 0 0
"Arendonk 2-2013-07-26" "Arendonk 2" Natuurwerk 2013-07-26T00:00:00Z 2013 NA 32 21 NA NA NA NA NA 53 53 53 0 0
"Arendonk 4-2013-07-30" "Arendonk 4" Natuurwerk 2013-07-30T00:00:00Z 2013 NA 5 61 NA NA NA NA NA 66 66 66 0 0
"Arendonk 4-2013-07-31" "Arendonk 4" Natuurwerk 2013-07-31T00:00:00Z 2013 NA 22 30 NA NA NA NA NA 52 52 52 0 0
"Arendonk 4-2013-08-01" "Arendonk 4" Natuurwerk 2013-08-01T00:00:00Z 2013 NA 7 12 NA NA NA NA 1 20 19 19 0 1
"Arendonk 1-2013-08-09" "Arendonk 1" Natuurwerk 2013-08-09T00:00:00Z 2013 3 NA NA NA NA NA NA NA 3 3 0 0 0
"Arendonk 2-2013-08-20" "Arendonk 2" Natuurwerk 2013-08-20T00:00:00Z 2013 NA 134 98 NA NA NA NA NA 232 232 232 0 0
"Arendonk 2-2013-08-21" "Arendonk 2" Natuurwerk 2013-08-21T00:00:00Z 2013 NA 99 38 44 NA NA NA NA 181 181 181 0 0
"Arendonk 2-2013-08-22" "Arendonk 2" Natuurwerk 2013-08-22T00:00:00Z 2013 NA 172 48 NA NA NA NA NA 220 220 220 0 0
"Arendonk 1-2013-09-12" "Arendonk 1" Natuurwerk 2013-09-12T00:00:00Z 2013 NA NA NA NA NA NA NA NA 0 0 0 0 0
